id,ten_dia_diem,mo_ta,loai_dia_diem,khu_vuc,dia_chi,tu_khoa,thoi_gian_hoat_dong,gia_ve,danh_gia,hinh_anh,Latitude,Longitude
46,Chợ Bình Tây,Là một thiên đường mua sắm với đa dạng các mặt hàng từ thực phẩm đến đồ tiêu dùng và đặc sản Sài Gòn làm quà.,Chợ truyền thống,Quận 6,"57A Tháp Mười, Phường 2, Quận 6, TP.HCM","mua sắm, chợ, đặc sản, thực phẩm, quà lưu niệm",6:00 - 18:00,Miễn phí,4.2,https://geos-nature.org/wp-content/uploads/2019/10/danh-lam-thang-canh-o-thanh-pho-ho-chi-minh-13-min.jpg,10.7493647,106.651058
47,Chùa cổ Tuyền Lâm,"Ngôi chùa tọa lạc tại số 887 Hồng Bàng, luôn thu hút đông đảo du khách thập phương với không gian tôn nghiêm và cổ kính.",Chùa / Di tích lịch sử,Quận 6,"887 Hồng Bàng, Phường 9, Quận 6, TP.HCM","chùa cổ, tôn giáo, di tích, Phật giáo",6:00 - 18:00,Miễn phí,4.4,https://culaochamtour.com/wp-content/uploads/2021/12/chua-co-lam-dai-loc-a.jpg,10.7541082,106.6406618
48,Chợ đồ cũ Nghĩa Hòa,"Chợ chuyên bán các mặt hàng thời trang cũ, hàng thùng với giá rẻ và chất lượng bất ngờ, là thiên đường cho tín đồ săn đồ second-hand.",Chợ đồ cũ,Quận Tân Bình,"Nghĩa Hòa, Phường 6, Quận Tân Bình, TP.HCM","đồ cũ, second-hand, thời trang giá rẻ",7:00 - 17:00,Miễn phí,4.1,https://timan.vn/image/122023/cho-do-cu-nghia-hoa.jpg,10.7870998,106.6595018
49,Khu vui chơi Vietopia,"Khu vui chơi giáo dục cho trẻ em với hơn 70 ngành nghề mô phỏng để bé trải nghiệm như bác sĩ, phi công, đầu bếp, kỹ sư...",Khu vui chơi trẻ em,Quận 7,"02-04 Đường số 9, Tân Hưng, Quận 7, TP.HCM","trẻ em, vui chơi, mô phỏng nghề nghiệp, giải trí",8:30 - 17:00,180.000 - 280.000 VNĐ,4.3,https://digiticket.vn/blog/wp-content/uploads/2022/06/Vietopia-1.jpg,10.7415542,106.6950039
50,Artinus 3D Gallery,Bảo tàng mỹ thuật 3D với nhiều khu vực theo chủ đề và hàng trăm tác phẩm tranh 3D đặc sắc giúp khách tham quan chụp ảnh độc đáo.,Bảo tàng / Nghệ thuật,Quận 7,"02-04 Đường số 9, KDC Him Lam, Quận 7, TP.HCM","bảo tàng, nghệ thuật, tranh 3D, chụp ảnh, giải trí",9:00 - 18:00,200.000 VNĐ (người lớn) / 150.000 VNĐ (trẻ em),4.5,https://www.tgroup.vn/uploads/images/Ho-chi-minh/3D_artinus_tgroup_travel_2.jpg,10.705174,106.7269785
51,SC Vivo City Saigon,"Tổ hợp vui chơi Quận 7 với các dịch vụ mua sắm, giải trí và rạp chiếu phim công nghệ cao như IMAX, 3D IMAX.",Trung tâm thương mại,Quận 7,"1058 Nguyễn Văn Linh, Tân Phong, Quận 7, TP.HCM","mua sắm, giải trí, phim, IMAX, 3D",9:00 - 22:00,Miễn phí (phí dịch vụ tính riêng),4.3,https://i.pinimg.com/originals/cd/f8/71/cdf871feb5d1fa73542e72f113291ac7.jpg,10.7302321,106.7033975
52,Quận 7 Crescent Mall,"Trung tâm thương mại hiện đại, sang trọng gần hồ Bán Nguyệt, nơi du khách có thể mua sắm và dạo chơi.",Trung tâm thương mại,Quận 7,"101 Tôn Dật Tiên, Tân Phú, Quận 7, TP.HCM","mua sắm, giải trí, trung tâm thương mại, sang trọng",10:00 - 22:00,Miễn phí,4.4,https://korn-architects.com/uploads/projects/1.jpg,10.7285352,106.7187468
53,Jump Arena Him Lam,"Khu thể thao mạo hiểm trong nhà nổi bật với các trò chơi vận động như leo núi đá, ninja, parkour,...",Khu vui chơi thể thao,Quận 7,"02-04 Đường số 9, Him Lam, Quận 7, TP.HCM","thể thao, vận động, leo núi, nhảy, parkour, trẻ em",9:00 - 21:00,150.000 - 250.000 VNĐ,4.2,https://file.hstatic.net/200000288983/file/d7_10_0ebf3b618548484f869f5905f4868fb2.jpg,10.74216,106.6952009
54,Big Fun,"Khu vui chơi trẻ em 750m2 với các trò chơi như Lego, Play-doh, giúp phát triển tư duy và thể chất.",Khu vui chơi trẻ em,Quận 7,"Lầu 2, SC VivoCity, 1058 Nguyễn Văn Linh, Quận 7, TP.HCM","trẻ em, học mà chơi, lego, tư duy, thể chất",9:00 - 21:00,80.000 - 150.000 VNĐ,4.1,https://img7.thuthuatphanmem.vn/uploads/2023/05/27/anh-nen-phong-canh-3d-full-hd-cho-dien-thoai-dep-nhat_014546779.jpg,10.7704468,106.6699412
55,Khu vui chơi Quận 7 Colour World,"Khu vui chơi trẻ em từ 4 – 8 tuổi với các trò chơi như tô tượng, nhà bóng, thú nhún và đồ ăn nhẹ.",Khu vui chơi trẻ em,Quận 7,"Tầng 3, Crescent Mall, 101 Tôn Dật Tiên, Quận 7, TP.HCM","trẻ em, khu vui chơi, tô tượng, giải trí cuối tuần",9:30 - 21:30,70.000 - 120.000 VNĐ,4,https://static.vinwonders.com/production/khu-vui-choi-quan-7-banner.jpg,10.7419256,106.7158003
56,Peekaboo - Khu vui chơi Quận 7,"Khu vui chơi phù hợp cho các bé từ 3 đến 5 tuổi, giúp phát triển kỹ năng sống, giao tiếp, sáng tạo qua chương trình học chuyên biệt.",Khu vui chơi trẻ em,Quận 7,"Tầng 4, SC VivoCity, 1058 Nguyễn Văn Linh, Quận 7, TP.HCM","trẻ em, kỹ năng sống, học mà chơi, sáng tạo, giao tiếp",9:00 - 21:00,100.000 - 180.000 VNĐ,4.1,https://static.vinwonders.com/production/khu-vui-choi-quan-7-banner.jpg,10.7231585,106.7265963
57,Cầu Ánh Sao,"Biểu tượng của Quận 7, cầu đi bộ chiếu sáng ban đêm bằng năng lượng mặt trời, kết hợp phun nước 2 bên tạo khung cảnh lung linh.",Cảnh đẹp - Check-in,Quận 7,"Phú Mỹ Hưng, Tân Phú, Quận 7, TP.HCM","cầu đi bộ, ánh sáng, check-in, phun nước, đêm","Tự do, nên đi buổi tối",Miễn phí,4.6,https://dulich3mien.vn/wp-content/uploads/2021/12/cau-anh-sao.jpg,10.7247195,106.718579
58,Cầu Phú Mỹ,"Cầu dây văng nổi tiếng nối Quận 2 và Quận 7, là nơi ngắm hoàng hôn cực đẹp và cảm nhận nhịp sống đô thị Sài Gòn.",Cảnh đẹp - Ngắm cảnh,Quận 7,"Nối từ Quận 7 sang Quận 2, TP.HCM","cầu dây văng, ngắm cảnh, hoàng hôn, thành phố",Tự do,Miễn phí,4.3,https://nemtv.vn/wp-content/uploads/2019/03/cau-phu-my-nemtv.jpg,10.7446085,106.7443687
59,Khu vui chơi Quận 7 Lion King,"Khu vui chơi giá rẻ với trò chơi đa dạng, hiện đại phù hợp với trẻ em và được nhiều phụ huynh lựa chọn.",Khu vui chơi trẻ em,Quận 7,"Tầng trệt, Lotte Mart Quận 7, TP.HCM","trẻ em, vui chơi, giá rẻ, hiện đại, gia đình",9:00 - 21:30,50.000 - 100.000 VNĐ,4,http://floritaquan7.com/wp-content/uploads/2021/09/Khu-vui-choi-Lion-King.jpg,10.7431285,106.7347262
60,Chợ đầu mối Bình Điền,"Chợ đầu mối lớn nhất Việt Nam với hàng hóa số lượng lớn như thủy sản, rau quả, giá tốt và quy mô lên đến 65ha.",Chợ đầu mối,Quận 8 (gần Quận 7),"Khu phố 6, P.7, Quận 8, TP.HCM","chợ đầu mối, thực phẩm, bán sỉ, rau củ, thủy sản",Từ 2:00 sáng - 11:00 trưa,Tùy mặt hàng,4.2,"https://ik.imagekit.io/tvlk/blog/2022/12/cho-binh-dien-4.jpg?tr=dpr-2,w-675",10.7022739,106.6086365
61,Bến Bình Đông,"Là nơi mua sắm hoa xuân, cây kiểng nổi tiếng vào dịp năm mới, nhộn nhịp thuyền bè và khách du xuân.",Chợ hoa - Điểm tết,Quận 8,"Bến Bình Đông, Phường 14, Quận 8, TP.HCM","hoa xuân, cây cảnh, tết, chợ hoa, thuyền hoa",6:00 - 22:00 (dịp Tết),Miễn phí,4.4,https://ktmt.vnmediacdn.com/images/2022/02/01/33-1643705144-nhieu-ghe-thuyen-cua-nha-vuon-thuong-lai-tu-khap-noi-da-co-mat-tai-ben-binh-dong-cho-phuc-vu-nhu-cau-cua-nguoi-dan.jpg,10.7432332,106.6506181
62,Chùa Long Hoa,"Ngôi chùa lớn với diện tích 6000m², có cổng tam quan, Chính điện, nhà tăng,... mang kiến trúc cổ kính và thanh tịnh.",Chùa - Di tích,Quận 10,"360 Cách Mạng Tháng 8, Phường 10, Quận 10, TP.HCM","chùa, phật giáo, thanh tịnh, cổ kính, hành hương",7:00 - 17:00,Miễn phí,4.5,https://live.staticflickr.com/5602/30782895445_c6af4bfd8d_b.jpg,10.8617198,106.801727
63,Karaoke ICOOL,"Karaoke với dàn âm thanh chất lượng, hệ thống đèn hiện đại, giá cả hợp lý, rất được giới trẻ yêu thích.",Karaoke - Giải trí,Nhiều chi nhánh tại TP.HCM,"152A Pasteur, Bến Nghé, Quận 1, TP.HCM (chi nhánh chính)","karaoke, hát hò, giải trí, âm thanh, chiếu sáng",10:00 - 2:00 sáng,120.000 - 300.000 VNĐ/giờ,4.3,https://karaoke.com.vn/wp-content/uploads/2021/01/ICOOL-PHAN-CHU-TRINH-ROOM-201-4-1024x683.jpg,10.8450014,106.7802104
64,Chùa An Phú,"Ngôi chùa được tạo tác từ miểng sành, từng đạt kỷ lục Việt Nam. Có nhiều công trình điêu khắc hoành tráng và đặc sắc.",Chùa - Kỷ lục,Quận 8,"24/2B An Dương Vương, Phường 16, Quận 8, TP.HCM","chùa, miểng sành, kỷ lục, điêu khắc, Phật giáo",6:00 - 18:00,Miễn phí,4.7,http://chuaviettoancau.com/userfiles/145_01.jpg,10.7475163,106.6689121
65,Lotte Mart Central Premium Plaza,"Trung tâm thương mại hiện đại với hơn 200 gian hàng, gồm mua sắm, giải trí và ăn uống trong không gian sang trọng.",Trung tâm thương mại,Quận 7,"469 Nguyễn Hữu Thọ, Tân Hưng, Quận 7, TP.HCM","mua sắm, ăn uống, giải trí",8:30 - 22:00,Miễn phí vào cửa,4.4,https://blog-hs.rever.vn/hs-fs/hubfs/trungtamthuongmai_3-min.jpg?width=750&name=trungtamthuongmai_3-min.jpg,10.7367757,106.669023
66,The Pegasuite,"Khu chung cư The Pegasuite có màu trắng sang trọng, thiết kế theo phong cách châu Âu cổ điển, tạo cảm giác như đang ở trời Tây.",Kiến trúc - Căn hộ,Quận 8,"1002 Tạ Quang Bửu, Phường 6, Quận 8, TP.HCM","chung cư, kiến trúc châu Âu, sang trọng, cổ điển, sống ảo",Cư dân: 24/24 - Tham quan: 8:00 - 18:00,Miễn phí (khu vực công cộng),4.2,https://thepegasuite.vn/assets/uploads/myfiles/images/trang-chu/tien-ich3.jpg,10.7342036,106.6532521
67,Chùa Giác Quang,"Ngôi chùa lịch sử được sáng lập từ năm 1938, là nơi cung nghinh Xá Lợi Phật lớn nhất Việt Nam, linh thiêng và trang nghiêm.",Chùa - Tâm linh,Quận 8,"1125 Phạm Thế Hiển, Phường 5, Quận 8, TP.HCM","chùa, xá lợi Phật, tâm linh, linh thiêng, phật giáo",6:00 - 18:00,Miễn phí,4.6,https://image.giacngo.vn/w645/UserImages/1/2009/09/01/giacquang_02.jpg,10.7347885,106.6403361
68,Nhà hàng Hương Huyền,"Nhà hàng phục vụ các món ăn đồng quê, dân dã trong không gian ấm cúng và gần gũi.",Ẩm thực - Nhà hàng,Quận 8,"7H Bùi Minh Trực, Phường 5, Quận 8, TP.HCM","nhà hàng, ăn uống, ẩm thực",10:00 - 22:00,100.000 - 250.000 VNĐ/người,4.3,https://th.bing.com/th/id/OIP.P-Xkr_C4AqvGsW1jx3SclAHaFF?w=258&h=180&c=7&r=0&o=7&dpr=1.3&pid=1.7&rm=3,10.7369628,106.6570831
69,Quán Cô Út - Món Ngon Quảng Ngãi,"Phục vụ món ăn đậm chất Quảng Ngãi như bánh bèo, mì Quảng, cơm gà lá sen. Hương vị đậm đà, độc đáo.",Ẩm thực - Đặc sản vùng miền,Quận 8,"23 Đường số 10, Phường 4, Quận 8, TP.HCM","ăn uống, ẩm thực",8:00 - 21:00,40.000 - 90.000 VNĐ/món,4.5,https://static.vinwonders.com/production/dac-san-quang-ngai-banner.jpg,10.820377,106.7787964
70,Mì cay Mosi Mosi,"Món Hàn Quốc như mì cay, cơm trộn, tokbokki được chế biến hấp dẫn, phù hợp để đổi vị những ngày se lạnh.",Ẩm thực - Món Hàn,Quận 8,"159 Dương Bá Trạc, Phường 1, Quận 8, TP.HCM","ăn uống, ẩm thực",10:00 - 22:30,50.000 - 120.000 VNĐ/món,4.4,https://static.riviu.co/image/2020/10/28/1fc2d50815020e932f397c0924b58705_output.jpeg,10.7435943,106.6540794
71,Ốc 10,"Quán ốc nổi tiếng với các món như ốc tỏi nướng muối ớt, ốc len xào dừa, sò dương nướng mỡ hành, hàu nướng phô mai, mì xào ốc.",Ẩm thực - Quán ốc,Quận 8,"Đường Dương Bá Trạc, Phường 1, Quận 8, TP.HCM","bình dân, ăn uống, ẩm thực",16:00 - 23:00,50.000 - 150.000 VNĐ/người,4.4,https://vn-test-11.slatic.net/p/c9293d59f93f80b6cbb6df27388583ea.jpg,10.9080061,106.7532193
72,Cháo Trắng Lá Dứa Cô Châu,"Quán cháo nhỏ nổi tiếng với món cháo trắng lá dứa thơm ngon, ăn kèm nhiều món như trứng muối, cá khô, thịt kho. Giá cả bình dân.",Ẩm thực - Cháo,Quận 8,"32 Dạ Nam, Phường 2, Quận 8, TP.HCM","ẩm thực , ăn uống, quán bình dân",17:00 - 22:00,15.000 - 50.000 VNĐ/phần,4.5,https://cdn2.fptshop.com.vn/unsafe/800x0/chao_trang_la_dua_1_57f5b3696c.jpg,10.749434,106.685608
73,Công viên Grand Park,"Khu phức hợp vui chơi, giải trí, công viên nước và biển hồ nhân tạo hiện đại bậc nhất tại Quận 9. Không gian rộng, thích hợp gia đình.",Công viên - Khu phức hợp,Quận 9,"Nguyễn Xiển, Phường Long Bình, Quận 9, TP.HCM","công viên, khu vui chơi, biển hồ, giải trí, công viên nước",7:00 - 21:00,Miễn phí hoặc tùy dịch vụ,4.6,https://duan-vinhomes.com/wp-content/uploads/2022/06/cong-vien-vinhomes-grand-park-2-scaled.jpg,10.8396295,106.8456912
74,Vietgangz Glamping Club Saigon,"Khu cắm trại nổi tiếng ở Quận 9 với BBQ, chèo thuyền, đốt lửa trại, xe cắm trại,... Không gian mở và gần gũi thiên nhiên.",Cắm trại - Vui chơi ngoài trời,Quận 9,"86 Đường số 1, Phường Long Thạnh Mỹ, Quận 9, TP.HCM","lửa trại, cắm trại, vui chơi ngoài trời",8:00 - 22:00,150.000 - 350.000 VNĐ/người,4.7,https://1phutsaigon.vn/wp-content/uploads/2022/10/295999394_116496251127530_701732615558250542_n.jpg,10.8086384,106.8772265
75,Bảo tàng Áo Dài,"Bảo tàng trưng bày lịch sử, văn hóa áo dài truyền thống Việt Nam trong không gian xanh mát và có các hoạt động văn hóa, nghệ thuật cuối tuần.",Văn hóa - Bảo tàng,Quận 9,"206/19/30 Long Thuận, Phường Long Phước, Quận 9, TP.HCM","bảo tàng, áo dài, truyền thống, triển lãm, nghệ thuật",8:00 - 17:00 (Thứ 3 - Chủ nhật),30.000 - 50.000 VNĐ/người,4.5,https://cdn3.ivivu.com/2019/12/bang-tang-ao-dai-ivivu-12.jpg,10.8088861,106.8532216
76,Đầm sen Tam Đa,"Là khu sinh thái lý tưởng cho hoạt động dã ngoại, chụp ảnh và câu cá. Với hồ sen rộng lớn và khung cảnh hữu tình, nơi đây mang đến trải nghiệm thư giãn đáng nhớ bên gia đình, bạn bè.",Sinh thái - Dã ngoại,Quận 9,"Tam Đa, Phường Trường Thạnh, Quận 9, TP.HCM","chụp ảnh, câu cá, sen, dã ngoại, thư giãn",6:00 - 18:00,30.000 - 50.000 VNĐ/người,4.3,https://dulich3mien.vn/wp-content/uploads/2022/01/anh-dam-sen-tam-da-@likklemore_taka.jpg,10.7944753,106.842959
77,Chùa Bửu Long,"Ngôi chùa có kiến trúc đậm phong cách Thái Lan, nổi bật với bảo tháp vàng, không gian thanh tịnh giữa thiên nhiên xanh mát. Là điểm đến tâm linh và chụp ảnh yêu thích.",Tôn giáo - Chùa,Quận 9,"81 Nguyễn Xiển, Phường Long Bình, Quận 9, TP.HCM","chùa, Thái Lan, bảo tháp vàng, tâm linh, thanh tịnh",7:00 - 18:00,Miễn phí,4.8,https://cdn3.ivivu.com/2022/11/chùa-Bửu-Long-ivivu.jpg,10.8788577,106.8349804
78,Đền tưởng niệm Vua Hùng,"Đền thờ vua Hùng lớn nhất miền Nam nằm trên đồi cao trong Công viên Lịch sử Văn hóa Dân tộc. Với kiến trúc mang dấu ấn Đông Sơn, đây là nơi tìm hiểu lịch sử - văn hóa độc đáo.",Văn hóa - Lịch sử,Quận 9,"Công viên Lịch sử Văn hóa Dân tộc, Phường Long Bình, Quận 9, TP.HCM","vua Hùng, đền thờ, văn hóa, lịch sử, Đông Sơn",8:00 - 17:00,Miễn phí,4.6,https://congvientaodan.com/wp-content/uploads/2024/10/den-tuong-niem-vua-hung-2.jpg,10.888889,106.8243827
79,HP Skatepark,"Khu trượt ván nổi bật tại Quận 9, thiết kế chuyên biệt cho các kỹ thuật trượt ván, phù hợp cho cả người mới và dân chuyên. Không gian năng động và an toàn cho giới trẻ.",Thể thao - Giải trí,Quận 9,"Đường D1, Phường Phước Long B, Quận 9, TP.HCM","trượt ván, patin, skatepark, giới trẻ, thể thao",7:00 - 21:00,Miễn phí hoặc thu theo giờ (20.000 - 50.000 VNĐ),4.5,https://cn.bing.com/th?id=OHR.VeniceSkatePark_EN-US1972530060_UHD.jpg&pid=hp&w=1920,10.8537239,106.8140509
80,Chùa Châu Đốc 3,"Ngôi chùa nổi tiếng nằm trên cù lao giữa sông Đồng Nai. Với vị trí độc đáo, kiến trúc cổ kính và không gian linh thiêng, nơi đây là chốn thanh tịnh được nhiều du khách tìm đến.",Tôn giáo - Chùa,Quận 9,"Cù lao Phước Long, Quận 9, TP.HCM (gần sông Đồng Nai)","chùa,cổ kính, linh thiêng",6:00 - 18:00,Miễn phí,4.7,https://mia.vn/media/uploads/blog-du-lich/chua-chau-doc-3-3-1692407679.jpg,10.8794233,106.8458953
81,Vincom Mega Mall Grand Park,"Trung tâm thương mại hiện đại quy mô lớn với hàng trăm thương hiệu nổi tiếng. Không gian xanh mát với thiết kế park-in-mall, kết hợp mua sắm, giải trí và ẩm thực phong phú.",Trung tâm thương mại,Thành phố Thủ Đức (Quận 9 cũ),"Số 1, Đường N1, KĐT Vinhomes Grand Park, Phường Long Bình, TP. Thủ Đức, TP.HCM","trung tâm thương mại, mua sắm, park-in-mall, rạp phim, khu vui chơi, ẩm thực",9:00 - 22:00,Miễn phí (tùy dịch vụ),4.6,https://phunuhiendai.vn/wp-content/uploads/2024/07/Phu_nu_hien_dai_vincom_khai_truong_VINCOM_MEGA_MALL_GRAND_PARK_01.jpg,10.8433015,106.8425105
